"","SealID","Segment","d13C","d15N","Nubbin","WhiskerRow","WhiskerColumn","LengthRecovery","DistanceFromTip","DeploymentDate","RecoveryDate","X","Linf","k","DateWhenSegmentGrew","DeploymentDuration","SealDate","SevenDayAvg_d13C","SevenDayAvg_d15N","Lat","Lon","DaysSinceDeployment","Lon360","FiveDayDriftRate","ReprState"
"76","4209",7,-17.16,15.19,"yes",3,2,8.4,4.9,2016-06-02,2017-01-27,"",9.83,0.00806596020873331,2016-08-26,239,"4209-2016-08-26",-17.16,15.19,50.0121073941512,-128.85035128694,85.5570729641451,-128.85035128694,-0.249358099906629,"Pregnant"
"77","4209",4,-17.22,15.18,"yes",3,2,8.4,6.1,2016-06-02,2017-01-27,"",9.83,0.00806596020873331,2016-09-30,239,"4209-2016-09-30",-17.22,15.18,49.8678553452159,-132.718894198439,120.138294192693,-132.718894198439,-0.246314536340852,"Pregnant"
"78","4209",5,-17.24,14.99,"yes",3,2,8.4,5.7,2016-06-02,2017-01-27,"",9.83,0.00806596020873331,2016-09-17,239,"4209-2016-09-17",-17.24,14.99,49.293118802708,-138.134962612298,107.508778216786,-138.134962612298,-0.225866666666667,"Pregnant"
"79","4209",10,-16.92,15.45,"yes",3,2,8.4,3.6,2016-06-02,2017-01-27,"",9.83,0.00806596020873331,2016-07-28,239,"4209-2016-07-28",-16.92,15.45,48.7350928615228,-129.955213050263,56.541637890292,-129.955213050263,-0.340218253968254,"Pregnant"
"81","4209",8,-17.01,15.28,"yes",3,2,8.4,4.5,2016-06-02,2017-01-27,"",9.83,0.00806596020873331,2016-08-16,239,"4209-2016-08-16",-17.01,15.28,45.5652911979359,-125.690592163177,75.8852858359753,-125.690592163177,-0.248578754578755,"Pregnant"
"82","4209",9,-16.81,15.48,"yes",3,2,8.4,4.1,2016-06-02,2017-01-27,"",9.83,0.00806596020873331,2016-08-07,239,"4209-2016-08-07",-16.81,15.48,45.3922114110311,-126.275666500416,66.9137200612575,-126.275666500416,-0.299156168831169,"Pregnant"
"83","5572",2,-17.29,15.37,"yes",3,2,9.4,8,2016-06-07,2017-02-01,"",9.83,0.0130937615249105,2016-10-13,239,"5572-2016-10-13",-17.29,15.37,50.1184455597194,-142.260603434316,128.391139865153,-142.260603434316,0.0705444444444444,"Pregnant"
"84","5572",3,-17.54,14.77,"yes",3,2,9.4,7.7,2016-06-07,2017-02-01,"",9.83,0.0130937615249105,2016-10-01,239,"5572-2016-10-01",-17.54,14.77,49.9924819641128,-141.820089563933,116.797373430721,-141.820089563933,0.0859555555555555,"Pregnant"
"85","5572",4,-17.64,14.43,"yes",3,2,9.4,7.3,2016-06-07,2017-02-01,"",9.83,0.0130937615249105,2016-09-18,239,"5572-2016-09-18",-17.64,14.43,49.9189440973967,-141.522281179294,103.653914029027,-141.522281179294,-0.184661111111111,"Pregnant"
"86","5572",5,-17.65,14.18,"yes",3,2,9.4,7,2016-06-07,2017-02-01,"",9.83,0.0130937615249105,2016-09-10,239,"5572-2016-09-10",-17.65,14.18,48.7785961669557,-139.835108464596,95.095837825901,-139.835108464596,-0.193034126984127,"Pregnant"
